order_id,fecha,mes,año,trimestre,cliente_id,region,canal_venta,product_id,nombre_producto,categoria,cantidad,precio_unitario,descuento_pct,venta_neta,margen_pct
10026,2023-12-29,12,2023,T4,40,Valparaíso,Web,4008,Lentes de Lectura,Accesorios,1,12340,5,12340,71.6
10027,2023-11-12,11,2023,T4,138,Maule,App móvil,2005,Poleron Algodón,Ropa,2,23740,5,47480,64.2
10027,2023-11-12,11,2023,T4,138,Maule,App móvil,2007,Calcetines Pack 3,Ropa,1,5990,0,5990,69.9
10028,2023-02-14,2,2023,T1,72,Coquimbo,App móvil,2002,Jeans Slim,Ropa,1,28490,5,28490,61.4
10028,2023-02-14,2,2023,T1,72,Coquimbo,App móvil,4001,Mochila Urban,Accesorios,1,39990,0,39990,65.0
10028,2023-02-14,2,2023,T1,72,Coquimbo,App móvil,3004,Lámpara LED Escritorio,Hogar,1,24990,0,24990,64.0
10029,2023-07-01,7,2023,T3,67,RM,Web,3003,Organizador Cajones,Hogar,2,14990,0,29980,66.6
10030,2023-01-06,1,2023,T1,133,Los Lagos,App móvil,1008,Disco Duro Externo 1TB,Electrónica,1,52240,5,52240,57.9
10030,2023-01-06,1,2023,T1,133,Los Lagos,App móvil,2008,Gorra,Ropa,1,11990,0,11990,70.8
10030,2023-01-06,1,2023,T1,133,Los Lagos,App móvil,4002,Billetera Cuero,Accesorios,2,19990,0,39980,70.0
10031,2023-01-09,1,2023,T1,24,RM,Web,2007,Calcetines Pack 3,Ropa,1,5990,0,5990,69.9
10032,2023-10-25,10,2023,T4,95,RM,Web,3008,Alfombra 120x80,Hogar,1,35992,20,35992,50.0
10033,2023-10-09,10,2023,T4,85,RM,Web,3001,Sartén Antiadherente,Hogar,1,19990,0,19990,65.0
10034,2023-03-03,3,2023,T1,185,RM,App móvil,1003,Parlante Portátil,Electrónica,2,47992,20,95984,47.9
10035,2023-12-20,12,2023,T4,48,RM,Web,4005,Pulsera Silicona,Accesorios,1,7191,10,7191,79.1
10036,2023-09-26,9,2023,T3,153,RM,App móvil,1007,Webcam HD,Electrónica,2,39990,0,79980,60.0
10037,2023-07-04,7,2023,T3,46,RM,App móvil,4006,Porta Notebook,Accesorios,1,24990,0,24990,68.0
10038,2023-01-28,1,2023,T1,142,Valparaíso,App móvil,1002,Cargador Rápido USB-C,Electrónica,1,14391,10,14391,58.3
10039,2023-02-22,2,2023,T1,4,RM,Web,3001,Sartén Antiadherente,Hogar,1,19990,0,19990,65.0
10039,2023-02-22,2,2023,T1,4,RM,Web,3003,Organizador Cajones,Hogar,1,12742,15,12742,60.8
10040,2023-09-02,9,2023,T3,30,Biobío,Web,2003,Parka Impermeable,Ropa,1,56990,5,56990,59.6
10040,2023-09-02,9,2023,T3,30,Biobío,Web,3008,Alfombra 120x80,Hogar,1,40491,10,40491,55.5
10040,2023-09-02,9,2023,T3,30,Biobío,Web,1004,Mouse Inalámbrico,Electrónica,3,24990,0,74970,64.0
10041,2023-05-08,5,2023,T2,31,La Araucanía,Web,2003,Parka Impermeable,Ropa,1,56990,5,56990,59.6
10041,2023-05-08,5,2023,T2,31,La Araucanía,Web,3005,Cojín Decorativo,Hogar,2,11990,0,23980,70.8
10042,2023-08-15,8,2023,T3,77,Antofagasta,App móvil,3008,Alfombra 120x80,Hogar,1,42740,5,42740,57.9
10042,2023-08-15,8,2023,T3,77,Antofagasta,App móvil,2001,Polera Básica,Ropa,2,11042,15,22084,63.8
10042,2023-08-15,8,2023,T3,77,Antofagasta,App móvil,3007,Jarra Filtro Agua,Hogar,1,34990,0,34990,62.8
10043,2023-12-05,12,2023,T4,21,La Araucanía,App móvil,1002,Cargador Rápido USB-C,Electrónica,1,15990,0,15990,62.5
10044,2023-07-29,7,2023,T3,116,Los Lagos,App móvil,3002,Juego de Camas 2P,Hogar,1,29990,0,29990,63.3
10044,2023-07-29,7,2023,T3,116,Los Lagos,App móvil,2003,Parka Impermeable,Ropa,1,50992,15,50992,54.9
10045,2023-02-06,2,2023,T1,176,RM,Web,2007,Calcetines Pack 3,Ropa,2,5690,5,11380,68.4
10046,2023-12-05,12,2023,T4,51,RM,Web,3006,Set Toallas x3,Hogar,1,18990,0,18990,65.8
10047,2023-05-17,5,2023,T2,37,La Araucanía,Web,1002,Cargador Rápido USB-C,Electrónica,2,15190,5,30380,60.5
10048,2023-10-19,10,2023,T4,74,RM,Web,3008,Alfombra 120x80,Hogar,1,42740,5,42740,57.9
10049,2023-05-20,5,2023,T2,129,Los Lagos,Web,3001,Sartén Antiadherente,Hogar,1,16992,15,16992,58.8
10049,2023-05-20,5,2023,T2,129,Los Lagos,Web,1003,Parlante Portátil,Electrónica,2,56990,5,113980,56.1
10050,2023-01-14,1,2023,T1,24,RM,Web,4003,Gafas de Sol,Accesorios,2,28490,5,56980,68.4
10051,2023-01-11,1,2023,T1,196,Los Lagos,App móvil,2004,Zapatillas Running,Ropa,1,44991,10,44991,57.8
10051,2023-01-11,1,2023,T1,196,Los Lagos,App móvil,3007,Jarra Filtro Agua,Hogar,1,33240,5,33240,60.9
10052,2023-05-23,5,2023,T2,47,RM,App móvil,3007,Jarra Filtro Agua,Hogar,1,34990,0,34990,62.8
10052,2023-05-23,5,2023,T2,47,RM,App móvil,3003,Organizador Cajones,Hogar,1,14990,0,14990,66.6
10052,2023-05-23,5,2023,T2,47,RM,App móvil,3008,Alfombra 120x80,Hogar,1,44990,0,44990,60.0
10052,2023-05-23,5,2023,T2,47,RM,App móvil,1006,"Monitor 24""",Electrónica,1,132990,5,132990,48.9
10053,2023-07-25,7,2023,T3,195,RM,Web,3002,Juego de Camas 2P,Hogar,1,29990,0,29990,63.3
10053,2023-07-25,7,2023,T3,195,RM,Web,1003,Parlante Portátil,Electrónica,3,59990,0,179970,58.3
10054,2023-09-21,9,2023,T3,1,Biobío,Web,3004,Lámpara LED Escritorio,Hogar,1,24990,0,24990,64.0
10054,2023-09-21,9,2023,T3,1,Biobío,Web,3002,Juego de Camas 2P,Hogar,1,26991,10,26991,59.2
10055,2023-11-17,11,2023,T4,114,RM,App móvil,1001,Audífonos Bluetooth,Electrónica,1,38242,15,38242,52.9
10055,2023-11-17,11,2023,T4,114,RM,App móvil,1002,Cargador Rápido USB-C,Electrónica,1,15190,5,15190,60.5
10056,2023-03-04,3,2023,T1,8,RM,Web,3008,Alfombra 120x80,Hogar,1,44990,0,44990,60.0
10056,2023-03-04,3,2023,T1,8,RM,Web,2006,Pantalón de Buzo,Ropa,1,19990,0,19990,70.0
10056,2023-03-04,3,2023,T1,8,RM,Web,4007,Paraguas Compacto,Accesorios,2,14990,0,29980,70.0
10056,2023-03-04,3,2023,T1,8,RM,Web,1003,Parlante Portátil,Electrónica,3,56990,5,170970,56.1
10057,2023-03-20,3,2023,T1,128,Antofagasta,Web,2003,Parka Impermeable,Ropa,1,53991,10,53991,57.4
10057,2023-03-20,3,2023,T1,128,Antofagasta,Web,3002,Juego de Camas 2P,Hogar,3,29990,0,89970,63.3
10057,2023-03-20,3,2023,T1,128,Antofagasta,Web,4003,Gafas de Sol,Accesorios,1,29990,0,29990,70.0
10058,2023-11-03,11,2023,T4,131,RM,Web,1004,Mouse Inalámbrico,Electrónica,1,22491,10,22491,60.0
10058,2023-11-03,11,2023,T4,131,RM,Web,1008,Disco Duro Externo 1TB,Electrónica,1,46742,15,46742,52.9
10059,2023-09-17,9,2023,T3,69,RM,Web,2002,Jeans Slim,Ropa,2,28490,5,56980,61.4
10059,2023-09-17,9,2023,T3,69,RM,Web,4008,Lentes de Lectura,Accesorios,1,11042,15,11042,68.3
10059,2023-09-17,9,2023,T3,69,RM,Web,2002,Jeans Slim,Ropa,1,29990,0,29990,63.3
10060,2023-06-20,6,2023,T2,142,Valparaíso,App móvil,2003,Parka Impermeable,Ropa,3,50992,15,152976,54.9
10060,2023-06-20,6,2023,T2,142,Valparaíso,App móvil,3003,Organizador Cajones,Hogar,3,14990,0,44970,66.6
10061,2023-07-16,7,2023,T3,60,RM,App móvil,2005,Poleron Algodón,Ropa,2,22491,10,44982,62.2
10061,2023-07-16,7,2023,T3,60,RM,App móvil,1005,Teclado Mecánico,Electrónica,2,79990,0,159980,60.0
10061,2023-07-16,7,2023,T3,60,RM,App móvil,2006,Pantalón de Buzo,Ropa,1,17991,10,17991,66.6
10062,2023-03-19,3,2023,T1,127,RM,App móvil,1002,Cargador Rápido USB-C,Electrónica,2,13592,15,27184,55.9
10062,2023-03-19,3,2023,T1,127,RM,App móvil,3003,Organizador Cajones,Hogar,1,14990,0,14990,66.6
10062,2023-03-19,3,2023,T1,127,RM,App móvil,3005,Cojín Decorativo,Hogar,1,10791,10,10791,67.6
10062,2023-03-19,3,2023,T1,127,RM,App móvil,2004,Zapatillas Running,Ropa,1,47490,5,47490,60.0
10063,2023-03-21,3,2023,T1,20,RM,App móvil,2008,Gorra,Ropa,1,11390,5,11390,69.3
10064,2023-11-29,11,2023,T4,21,La Araucanía,App móvil,4003,Gafas de Sol,Accesorios,3,28490,5,85470,68.4
10064,2023-11-29,11,2023,T4,21,La Araucanía,App móvil,3003,Organizador Cajones,Hogar,2,14990,0,29980,66.6
10064,2023-11-29,11,2023,T4,21,La Araucanía,App móvil,2006,Pantalón de Buzo,Ropa,1,18990,5,18990,68.4
10065,2023-05-01,5,2023,T2,162,Biobío,App móvil,2007,Calcetines Pack 3,Ropa,2,5990,0,11980,69.9
10065,2023-05-01,5,2023,T2,162,Biobío,App móvil,2001,Polera Básica,Ropa,1,12340,5,12340,67.6
10066,2023-02-21,2,2023,T1,114,RM,App móvil,2003,Parka Impermeable,Ropa,2,59990,0,119980,61.7
10067,2023-01-29,1,2023,T1,76,RM,App móvil,2002,Jeans Slim,Ropa,1,29990,0,29990,63.3
10068,2023-10-17,10,2023,T4,175,La Araucanía,App móvil,1007,Webcam HD,Electrónica,1,33992,15,33992,52.9
10068,2023-10-17,10,2023,T4,175,La Araucanía,App móvil,1004,Mouse Inalámbrico,Electrónica,1,24990,0,24990,64.0
10069,2023-10-26,10,2023,T4,37,La Araucanía,Web,3006,Set Toallas x3,Hogar,1,18990,0,18990,65.8
10070,2023-01-05,1,2023,T1,120,RM,Web,4006,Porta Notebook,Accesorios,1,21242,15,21242,62.3
10070,2023-01-05,1,2023,T1,120,RM,Web,3008,Alfombra 120x80,Hogar,3,44990,0,134970,60.0
10070,2023-01-05,1,2023,T1,120,RM,Web,1002,Cargador Rápido USB-C,Electrónica,3,15190,5,45570,60.5
10071,2023-08-22,8,2023,T3,78,Valparaíso,App móvil,2002,Jeans Slim,Ropa,2,29990,0,59980,63.3
10072,2023-07-15,7,2023,T3,147,Valparaíso,Web,2007,Calcetines Pack 3,Ropa,3,5990,0,17970,69.9
10073,2023-12-04,12,2023,T4,102,Maule,App móvil,3004,Lámpara LED Escritorio,Hogar,2,22491,10,44982,60.0
10074,2023-01-26,1,2023,T1,156,RM,Web,2006,Pantalón de Buzo,Ropa,2,18990,5,37980,68.4
10074,2023-01-26,1,2023,T1,156,RM,Web,4003,Gafas de Sol,Accesorios,1,28490,5,28490,68.4
10075,2023-11-14,11,2023,T4,65,La Araucanía,App móvil,4003,Gafas de Sol,Accesorios,1,26991,10,26991,66.7
10075,2023-11-14,11,2023,T4,65,La Araucanía,App móvil,4002,Billetera Cuero,Accesorios,1,16992,15,16992,64.7
10076,2023-11-27,11,2023,T4,11,RM,Web,2004,Zapatillas Running,Ropa,1,49990,0,49990,62.0
10077,2023-03-09,3,2023,T1,24,RM,Web,2007,Calcetines Pack 3,Ropa,1,5990,0,5990,69.9
10077,2023-03-09,3,2023,T1,24,RM,Web,4006,Porta Notebook,Accesorios,1,19992,20,19992,60.0
10077,2023-03-09,3,2023,T1,24,RM,Web,2002,Jeans Slim,Ropa,1,25492,15,25492,56.8
10078,2023-03-26,3,2023,T1,66,Maule,App móvil,3006,Set Toallas x3,Hogar,2,17091,10,34182,62.0
10078,2023-03-26,3,2023,T1,66,Maule,App móvil,2007,Calcetines Pack 3,Ropa,1,5990,0,5990,69.9
10078,2023-03-26,3,2023,T1,66,Maule,App móvil,4005,Pulsera Silicona,Accesorios,2,7990,0,15980,81.2
10079,2023-12-13,12,2023,T4,186,RM,Web,2007,Calcetines Pack 3,Ropa,1,5391,10,5391,66.6
10079,2023-12-13,12,2023,T4,186,RM,Web,3003,Organizador Cajones,Hogar,1,14990,0,14990,66.6
10080,2023-08-21,8,2023,T3,95,RM,Web,4001,Mochila Urban,Accesorios,1,35991,10,35991,61.1
10080,2023-08-21,8,2023,T3,95,RM,Web,2005,Poleron Algodón,Ropa,3,24990,0,74970,66.0
10081,2023-04-30,4,2023,T2,121,Maule,Web,3007,Jarra Filtro Agua,Hogar,1,33240,5,33240,60.9
10082,2023-11-28,11,2023,T4,17,RM,Web,2004,Zapatillas Running,Ropa,1,49990,0,49990,62.0
10082,2023-11-28,11,2023,T4,17,RM,Web,4006,Porta Notebook,Accesorios,1,21242,15,21242,62.3
10083,2023-06-05,6,2023,T2,127,RM,App móvil,2001,Polera Básica,Ropa,2,12990,0,25980,69.2
10084,2023-08-21,8,2023,T3,95,RM,Web,4001,Mochila Urban,Accesorios,3,39990,0,119970,65.0
10084,2023-08-21,8,2023,T3,95,RM,Web,4002,Billetera Cuero,Accesorios,2,19990,0,39980,70.0
10085,2023-08-01,8,2023,T3,168,Biobío,App móvil,3006,Set Toallas x3,Hogar,1,16142,15,16142,59.7
10086,2023-05-24,5,2023,T2,9,RM,Web,2007,Calcetines Pack 3,Ropa,1,5990,0,5990,69.9
10086,2023-05-24,5,2023,T2,9,RM,Web,3007,Jarra Filtro Agua,Hogar,1,27992,20,27992,53.6
10087,2023-07-08,7,2023,T3,140,RM,App móvil,4005,Pulsera Silicona,Accesorios,1,7990,0,7990,81.2
10087,2023-07-08,7,2023,T3,140,RM,App móvil,2008,Gorra,Ropa,1,10791,10,10791,67.6
10087,2023-07-08,7,2023,T3,140,RM,App móvil,1007,Webcam HD,Electrónica,1,37990,5,37990,57.9
10088,2023-11-25,11,2023,T4,164,Antofagasta,Web,1006,"Monitor 24""",Electrónica,2,139990,0,279980,51.4
10088,2023-11-25,11,2023,T4,164,Antofagasta,Web,1004,Mouse Inalámbrico,Electrónica,1,23740,5,23740,62.1
10089,2023-02-05,2,2023,T1,196,Los Lagos,App móvil,3001,Sartén Antiadherente,Hogar,2,19990,0,39980,65.0
10089,2023-02-05,2,2023,T1,196,Los Lagos,App móvil,1006,"Monitor 24""",Electrónica,2,125991,10,251982,46.0
10090,2023-11-02,11,2023,T4,1,Biobío,Web,1005,Teclado Mecánico,Electrónica,3,79990,0,239970,60.0
10091,2023-03-31,3,2023,T1,29,La Araucanía,App móvil,1003,Parlante Portátil,Electrónica,1,53991,10,53991,53.7
10091,2023-03-31,3,2023,T1,29,La Araucanía,App móvil,1007,Webcam HD,Electrónica,1,39990,0,39990,60.0
10092,2023-03-31,3,2023,T1,68,RM,App móvil,4008,Lentes de Lectura,Accesorios,1,12990,0,12990,73.1
10093,2023-02-02,2,2023,T1,122,Valparaíso,App móvil,2003,Parka Impermeable,Ropa,1,59990,0,59990,61.7
10094,2023-09-15,9,2023,T3,57,RM,Web,1005,Teclado Mecánico,Electrónica,1,79990,0,79990,60.0
10094,2023-09-15,9,2023,T3,57,RM,Web,4001,Mochila Urban,Accesorios,3,39990,0,119970,65.0
10094,2023-09-15,9,2023,T3,57,RM,Web,4003,Gafas de Sol,Accesorios,1,29990,0,29990,70.0
10095,2023-12-18,12,2023,T4,28,RM,Web,2007,Calcetines Pack 3,Ropa,1,5990,0,5990,69.9
10096,2023-11-08,11,2023,T4,38,Biobío,App móvil,1002,Cargador Rápido USB-C,Electrónica,1,15190,5,15190,60.5
10097,2023-12-31,12,2023,T4,84,Los Lagos,App móvil,3004,Lámpara LED Escritorio,Hogar,1,24990,0,24990,64.0
10098,2023-11-06,11,2023,T4,111,Los Lagos,App móvil,4007,Paraguas Compacto,Accesorios,1,14240,5,14240,68.4
10099,2023-10-10,10,2023,T4,185,RM,App móvil,2001,Polera Básica,Ropa,1,11691,10,11691,65.8
10099,2023-10-10,10,2023,T4,185,RM,App móvil,3007,Jarra Filtro Agua,Hogar,1,31491,10,31491,58.7
10099,2023-10-10,10,2023,T4,185,RM,App móvil,2002,Jeans Slim,Ropa,1,29990,0,29990,63.3
10100,2023-05-11,5,2023,T2,96,RM,Web,4008,Lentes de Lectura,Accesorios,2,12990,0,25980,73.1
10100,2023-05-11,5,2023,T2,96,RM,Web,3006,Set Toallas x3,Hogar,1,17091,10,17091,62.0
10100,2023-05-11,5,2023,T2,96,RM,Web,1005,Teclado Mecánico,Electrónica,2,75990,5,151980,57.9
10100,2023-05-11,5,2023,T2,96,RM,Web,1006,"Monitor 24""",Electrónica,1,132990,5,132990,48.9
10101,2023-06-18,6,2023,T2,172,Valparaíso,App móvil,2003,Parka Impermeable,Ropa,2,50992,15,101984,54.9
10102,2023-08-05,8,2023,T3,185,RM,App móvil,2007,Calcetines Pack 3,Ropa,1,5990,0,5990,69.9
10103,2023-10-23,10,2023,T4,130,La Araucanía,Web,4001,Mochila Urban,Accesorios,1,35991,10,35991,61.1
10104,2023-06-29,6,2023,T2,143,RM,App móvil,4005,Pulsera Silicona,Accesorios,1,7990,0,7990,81.2
10105,2023-08-08,8,2023,T3,144,Los Lagos,Web,3005,Cojín Decorativo,Hogar,1,11390,5,11390,69.3
10105,2023-08-08,8,2023,T3,144,Los Lagos,Web,3005,Cojín Decorativo,Hogar,1,11390,5,11390,69.3
10105,2023-08-08,8,2023,T3,144,Los Lagos,Web,4004,Reloj Digital,Accesorios,1,49990,0,49990,68.0
10105,2023-08-08,8,2023,T3,144,Los Lagos,Web,4003,Gafas de Sol,Accesorios,2,25492,15,50984,64.7
10106,2023-06-29,6,2023,T2,2,RM,App móvil,1003,Parlante Portátil,Electrónica,1,59990,0,59990,58.3
10107,2023-03-14,3,2023,T1,190,RM,App móvil,1008,Disco Duro Externo 1TB,Electrónica,2,54990,0,109980,60.0
10107,2023-03-14,3,2023,T1,190,RM,App móvil,1006,"Monitor 24""",Electrónica,1,139990,0,139990,51.4
10108,2023-07-09,7,2023,T3,80,RM,App móvil,4004,Reloj Digital,Accesorios,1,42492,15,42492,62.3
10108,2023-07-09,7,2023,T3,80,RM,App móvil,3006,Set Toallas x3,Hogar,1,17091,10,17091,62.0
10109,2023-01-26,1,2023,T1,173,Valparaíso,Web,3006,Set Toallas x3,Hogar,1,18990,0,18990,65.8
10110,2023-08-15,8,2023,T3,107,RM,App móvil,4006,Porta Notebook,Accesorios,1,24990,0,24990,68.0
10111,2023-02-26,2,2023,T1,73,Los Lagos,App móvil,3008,Alfombra 120x80,Hogar,1,44990,0,44990,60.0
10111,2023-02-26,2,2023,T1,73,Los Lagos,App móvil,3003,Organizador Cajones,Hogar,1,11992,20,11992,58.3
10112,2023-01-29,1,2023,T1,2,RM,App móvil,1001,Audífonos Bluetooth,Electrónica,2,40491,10,80982,55.5
10113,2023-05-29,5,2023,T2,84,Los Lagos,App móvil,3006,Set Toallas x3,Hogar,2,18990,0,37980,65.8
10114,2023-07-14,7,2023,T3,137,RM,App móvil,3001,Sartén Antiadherente,Hogar,2,17991,10,35982,61.1
10114,2023-07-14,7,2023,T3,137,RM,App móvil,3005,Cojín Decorativo,Hogar,1,10192,15,10192,65.7
10115,2023-01-22,1,2023,T1,112,RM,App móvil,1008,Disco Duro Externo 1TB,Electrónica,2,52240,5,104480,57.9
10116,2023-10-21,10,2023,T4,104,Valparaíso,Web,2004,Zapatillas Running,Ropa,1,49990,0,49990,62.0
10116,2023-10-21,10,2023,T4,104,Valparaíso,Web,2001,Polera Básica,Ropa,1,11691,10,11691,65.8
10117,2023-11-13,11,2023,T4,118,Biobío,App móvil,2003,Parka Impermeable,Ropa,2,59990,0,119980,61.7
10117,2023-11-13,11,2023,T4,118,Biobío,App móvil,1003,Parlante Portátil,Electrónica,1,59990,0,59990,58.3
10117,2023-11-13,11,2023,T4,118,Biobío,App móvil,2008,Gorra,Ropa,1,11990,0,11990,70.8
10118,2023-06-23,6,2023,T2,57,RM,Web,1005,Teclado Mecánico,Electrónica,1,75990,5,75990,57.9
10119,2023-09-29,9,2023,T3,131,RM,Web,4003,Gafas de Sol,Accesorios,1,26991,10,26991,66.7
10120,2023-11-27,11,2023,T4,38,Biobío,App móvil,1006,"Monitor 24""",Electrónica,1,139990,0,139990,51.4
10121,2023-03-20,3,2023,T1,195,RM,Web,1006,"Monitor 24""",Electrónica,3,132990,5,398970,48.9
10121,2023-03-20,3,2023,T1,195,RM,Web,1006,"Monitor 24""",Electrónica,1,132990,5,132990,48.9
10122,2023-10-24,10,2023,T4,115,Antofagasta,Web,3003,Organizador Cajones,Hogar,1,14240,5,14240,64.9
10122,2023-10-24,10,2023,T4,115,Antofagasta,Web,4003,Gafas de Sol,Accesorios,2,28490,5,56980,68.4
10123,2023-03-19,3,2023,T1,113,Valparaíso,Web,3005,Cojín Decorativo,Hogar,1,10791,10,10791,67.6
10124,2023-10-30,10,2023,T4,15,Biobío,Web,1004,Mouse Inalámbrico,Electrónica,1,24990,0,24990,64.0
10125,2023-01-30,1,2023,T1,95,RM,Web,1007,Webcam HD,Electrónica,1,39990,0,39990,60.0
10125,2023-01-30,1,2023,T1,95,RM,Web,4005,Pulsera Silicona,Accesorios,1,7590,5,7590,80.2
10125,2023-01-30,1,2023,T1,95,RM,Web,1005,Teclado Mecánico,Electrónica,2,67992,15,135984,52.9
10126,2023-08-19,8,2023,T3,147,Valparaíso,Web,2002,Jeans Slim,Ropa,1,29990,0,29990,63.3
10126,2023-08-19,8,2023,T3,147,Valparaíso,Web,3004,Lámpara LED Escritorio,Hogar,1,24990,0,24990,64.0
10127,2023-06-25,6,2023,T2,183,O'Higgins,Web,4006,Porta Notebook,Accesorios,1,24990,0,24990,68.0
10128,2023-08-13,8,2023,T3,113,Valparaíso,Web,3001,Sartén Antiadherente,Hogar,1,16992,15,16992,58.8
10128,2023-08-13,8,2023,T3,113,Valparaíso,Web,1003,Parlante Portátil,Electrónica,1,53991,10,53991,53.7
10129,2023-12-14,12,2023,T4,154,Valparaíso,Web,3007,Jarra Filtro Agua,Hogar,1,34990,0,34990,62.8
10130,2023-02-18,2,2023,T1,143,RM,App móvil,2003,Parka Impermeable,Ropa,2,56990,5,113980,59.6
10130,2023-02-18,2,2023,T1,143,RM,App móvil,2003,Parka Impermeable,Ropa,2,50992,15,101984,54.9
10131,2023-06-20,6,2023,T2,21,La Araucanía,App móvil,1001,Audífonos Bluetooth,Electrónica,1,42740,5,42740,57.9
10131,2023-06-20,6,2023,T2,21,La Araucanía,App móvil,2007,Calcetines Pack 3,Ropa,1,5990,0,5990,69.9
10132,2023-12-29,12,2023,T4,22,Biobío,App móvil,2002,Jeans Slim,Ropa,1,29990,0,29990,63.3
10133,2023-03-07,3,2023,T1,172,Valparaíso,App móvil,4005,Pulsera Silicona,Accesorios,2,7990,0,15980,81.2
